sede;facultad;programa_estudio;modalidad_estudio;curso;ciclo;grupo;creditos;horas_teoricas;horas_practicas;sumilla;unidad;titulo_unidad;ra_unitario;sesion;ra_sesion;aprendizaje_autonomo;referencias_bibliograficas;enlaces_internet
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad III;Análisis de escenarios reales de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad III aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 14;Interpreta un informe breve relacionado con auditoría y seguridad de sistemas en la sesión 14 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 54 y registra reflexión breve sobre servicio, integridad y mejora continua.;Kimball R. The Data Warehouse Toolkit. Wiley 2013;https://www.oracle.com/database/technologies
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad III;Construcción de evidencias de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad III aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 15;Construye una decisión profesional relacionado con auditoría y seguridad de sistemas en la sesión 15 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 55 y registra reflexión breve sobre servicio, integridad y mejora continua.;Pressman R. Ingeniería del software. McGraw Hill 2021;https://www.iso.org/isoiec-27001-information-security.html
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad III;Desarrollo de productos intermedios de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad III aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 16;Valida una simulación académica relacionado con auditoría y seguridad de sistemas en la sesión 16 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 56 y registra reflexión breve sobre servicio, integridad y mejora continua.;Elmasri R. Fundamentals of Database Systems. Pearson 2020;https://scikit-learn.org/stable
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad III;Diseño y solución de casos de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad III aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 17;Compara un caso aplicado relacionado con auditoría y seguridad de sistemas en la sesión 17 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 57 y registra reflexión breve sobre servicio, integridad y mejora continua.;Stallings W. Data and Computer Communications. Pearson 2017;https://docs.python.org/es/3
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad III;Integración práctica supervisada de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad III aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 18;Documenta un procedimiento clave relacionado con auditoría y seguridad de sistemas en la sesión 18 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 58 y registra reflexión breve sobre servicio, integridad y mejora continua.;Russell S. Artificial Intelligence A Modern Approach. Pearson 2021;https://www.postgresql.org/docs
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad III;Análisis de escenarios reales de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad III aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 19;Resuelve un problema contextualizado relacionado con auditoría y seguridad de sistemas en la sesión 19 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 59 y registra reflexión breve sobre servicio, integridad y mejora continua.;Kimball R. The Data Warehouse Toolkit. Wiley 2013;https://www.oracle.com/database/technologies
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad III;Construcción de evidencias de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad III aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 20;Clasifica una evidencia de aprendizaje relacionado con auditoría y seguridad de sistemas en la sesión 20 de la Unidad III, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 60 y registra reflexión breve sobre servicio, integridad y mejora continua.;Pressman R. Ingeniería del software. McGraw Hill 2021;https://www.iso.org/isoiec-27001-information-security.html
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Evaluación y mejora continua de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 1;Prioriza una práctica guiada relacionado con auditoría y seguridad de sistemas en la sesión 1 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 61 y registra reflexión breve sobre servicio, integridad y mejora continua.;Elmasri R. Fundamentals of Database Systems. Pearson 2020;https://docs.python.org/es/3
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Gestión de riesgos y calidad de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 2;Modela un recurso técnico relacionado con auditoría y seguridad de sistemas en la sesión 2 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 62 y registra reflexión breve sobre servicio, integridad y mejora continua.;Stallings W. Data and Computer Communications. Pearson 2017;https://www.postgresql.org/docs
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Integración ética y servicio de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 3;Propone un informe breve relacionado con auditoría y seguridad de sistemas en la sesión 3 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 63 y registra reflexión breve sobre servicio, integridad y mejora continua.;Russell S. Artificial Intelligence A Modern Approach. Pearson 2021;https://www.oracle.com/database/technologies
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Aplicación en contexto institucional de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 4;Integra una decisión profesional relacionado con auditoría y seguridad de sistemas en la sesión 4 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 64 y registra reflexión breve sobre servicio, integridad y mejora continua.;Kimball R. The Data Warehouse Toolkit. Wiley 2013;https://www.iso.org/isoiec-27001-information-security.html
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Cierre y transferencia profesional de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 5;Calcula una simulación académica relacionado con auditoría y seguridad de sistemas en la sesión 5 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 65 y registra reflexión breve sobre servicio, integridad y mejora continua.;Pressman R. Ingeniería del software. McGraw Hill 2021;https://scikit-learn.org/stable
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Evaluación y mejora continua de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 6;Diagnostica un caso aplicado relacionado con auditoría y seguridad de sistemas en la sesión 6 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 66 y registra reflexión breve sobre servicio, integridad y mejora continua.;Elmasri R. Fundamentals of Database Systems. Pearson 2020;https://docs.python.org/es/3
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Gestión de riesgos y calidad de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 7;Planifica un procedimiento clave relacionado con auditoría y seguridad de sistemas en la sesión 7 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 67 y registra reflexión breve sobre servicio, integridad y mejora continua.;Stallings W. Data and Computer Communications. Pearson 2017;https://www.postgresql.org/docs
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Integración ética y servicio de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 8;Configura un problema contextualizado relacionado con auditoría y seguridad de sistemas en la sesión 8 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 68 y registra reflexión breve sobre servicio, integridad y mejora continua.;Russell S. Artificial Intelligence A Modern Approach. Pearson 2021;https://www.oracle.com/database/technologies
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Aplicación en contexto institucional de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 9;Sustenta una evidencia de aprendizaje relacionado con auditoría y seguridad de sistemas en la sesión 9 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 69 y registra reflexión breve sobre servicio, integridad y mejora continua.;Kimball R. The Data Warehouse Toolkit. Wiley 2013;https://www.iso.org/isoiec-27001-information-security.html
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Cierre y transferencia profesional de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 10;Analiza un escenario institucional relacionado con auditoría y seguridad de sistemas en la sesión 10 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 70 y registra reflexión breve sobre servicio, integridad y mejora continua.;Pressman R. Ingeniería del software. McGraw Hill 2021;https://scikit-learn.org/stable
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Evaluación y mejora continua de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 11;Diseña una práctica guiada relacionado con auditoría y seguridad de sistemas en la sesión 11 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 71 y registra reflexión breve sobre servicio, integridad y mejora continua.;Elmasri R. Fundamentals of Database Systems. Pearson 2020;https://docs.python.org/es/3
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Gestión de riesgos y calidad de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 12;Implementa un recurso técnico relacionado con auditoría y seguridad de sistemas en la sesión 12 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 72 y registra reflexión breve sobre servicio, integridad y mejora continua.;Stallings W. Data and Computer Communications. Pearson 2017;https://www.postgresql.org/docs
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Integración ética y servicio de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 13;Evalúa un informe breve relacionado con auditoría y seguridad de sistemas en la sesión 13 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 73 y registra reflexión breve sobre servicio, integridad y mejora continua.;Russell S. Artificial Intelligence A Modern Approach. Pearson 2021;https://www.oracle.com/database/technologies
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Aplicación en contexto institucional de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 14;Interpreta una decisión profesional relacionado con auditoría y seguridad de sistemas en la sesión 14 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 74 y registra reflexión breve sobre servicio, integridad y mejora continua.;Kimball R. The Data Warehouse Toolkit. Wiley 2013;https://www.iso.org/isoiec-27001-information-security.html
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Cierre y transferencia profesional de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 15;Construye una simulación académica relacionado con auditoría y seguridad de sistemas en la sesión 15 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 75 y registra reflexión breve sobre servicio, integridad y mejora continua.;Pressman R. Ingeniería del software. McGraw Hill 2021;https://scikit-learn.org/stable
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Evaluación y mejora continua de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 16;Valida un caso aplicado relacionado con auditoría y seguridad de sistemas en la sesión 16 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 76 y registra reflexión breve sobre servicio, integridad y mejora continua.;Elmasri R. Fundamentals of Database Systems. Pearson 2020;https://docs.python.org/es/3
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Gestión de riesgos y calidad de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 17;Compara un procedimiento clave relacionado con auditoría y seguridad de sistemas en la sesión 17 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 77 y registra reflexión breve sobre servicio, integridad y mejora continua.;Stallings W. Data and Computer Communications. Pearson 2017;https://www.postgresql.org/docs
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Integración ética y servicio de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 18;Documenta un problema contextualizado relacionado con auditoría y seguridad de sistemas en la sesión 18 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 78 y registra reflexión breve sobre servicio, integridad y mejora continua.;Russell S. Artificial Intelligence A Modern Approach. Pearson 2021;https://www.oracle.com/database/technologies
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Aplicación en contexto institucional de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 19;Resuelve una evidencia de aprendizaje relacionado con auditoría y seguridad de sistemas en la sesión 19 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 79 y registra reflexión breve sobre servicio, integridad y mejora continua.;Kimball R. The Data Warehouse Toolkit. Wiley 2013;https://www.iso.org/isoiec-27001-information-security.html
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad IV;Cierre y transferencia profesional de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad IV aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 20;Clasifica un escenario institucional relacionado con auditoría y seguridad de sistemas en la sesión 20 de la Unidad IV, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 80 y registra reflexión breve sobre servicio, integridad y mejora continua.;Pressman R. Ingeniería del software. McGraw Hill 2021;https://scikit-learn.org/stable
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad V;Síntesis aplicada y reflexión de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad V aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 1;Prioriza un recurso técnico relacionado con auditoría y seguridad de sistemas en la sesión 1 de la Unidad V, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 81 y registra reflexión breve sobre servicio, integridad y mejora continua.;Elmasri R. Fundamentals of Database Systems. Pearson 2020;https://www.postgresql.org/docs
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad V;Validación de competencias de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad V aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 2;Modela un informe breve relacionado con auditoría y seguridad de sistemas en la sesión 2 de la Unidad V, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 82 y registra reflexión breve sobre servicio, integridad y mejora continua.;Stallings W. Data and Computer Communications. Pearson 2017;https://www.oracle.com/database/technologies
Lima;Facultad de Ingeniería y Arquitectura;Ingeniería de Sistemas;Presencial;Auditoría y Seguridad de Sistemas;X;B;4;3;2;El curso examina controles, riesgos, auditoría informática, continuidad, seguridad de la información y cumplimiento normativo para proteger activos digitales con integridad profesional y enfoque preventivo.;Unidad V;Presentación de resultados de Auditoría y Seguridad de Sistemas;Desarrolla competencias de la Unidad V aplicando fundamentos de Auditoría y Seguridad de Sistemas para resolver situaciones académicas y profesionales con rigor técnico, ética cristiana adventista y vocación de servicio.;Sesión 3;Propone una decisión profesional relacionado con auditoría y seguridad de sistemas en la sesión 3 de la Unidad V, usando criterios verificables y evidencia documentada.;Revisa lectura asignada, elabora ficha de aplicación sobre Auditoría y Seguridad de Sistemas, resuelve actividad individual 83 y registra reflexión breve sobre servicio, integridad y mejora continua.;Russell S. Artificial Intelligence A Modern Approach. Pearson 2021;https://www.iso.org/isoiec-27001-information-security.html
